"id","name","geom"
99,"Qoshqo'rg'on","0101000020E61000005070B1A286515140581EA4A7C89F4440"
100,"Qo'yliq markaz mavzesi","0101000020E61000006F826F9A3E555140C1DC932CCC9E4440"
101,"Qumariq","0101000020E6100000F7A3F2C0115051401B3DC8FCED9F4440"
102,"Fayzobod mahallasi","0101000020E61000002D663A2AED535140A2670EA4E6A04440"
103,"Sirg'ali 8A dahasi","0101000020E6100000590BFD5DE94D5140BF99982EC49C4440"
104,"Sirg'ali 5 dahasi","0101000020E61000002CDE7EAF574D514087FC3383F89C4440"
105,"Sirg'ali 7 dahasi","0101000020E61000000679E2DEA14D5140A24CFE82389C4440"
106,"Sirg'ali 8 dahasi","0101000020E6100000753E3C4B104E51400749FA0F449C4440"
107,"O'zgarish","0101000020E6100000FA241C1F524E5140051555BFD29F4440"
108,"Buz-1 dahasi","0101000020E610000081F8AF6227555140E371ACE694AA4440"
109,"Buz 2 dahasi","0101000020E6100000A6F0A0D975565140C964277277AC4440"
110,"Tuzel 1 dahasi","0101000020E6100000A0336953F55651409BDC39DE2EA64440"
111,"Tuzel 2 dahasi","0101000020E61000000389377C1C575140FD8117224CA54440"
112,"Tuzel 3 dahasi","0101000020E61000000E219D7065575140492F6AF7ABA54440"
113,"Tuzel 4 dahasi","0101000020E610000044DC9C4A865751405DE15D2EE2A54440"
114,"Aviasozlar 2 dahasi","0101000020E610000018FBDC1A22565140D190966F22A44440"
115,"Aviasozlar 3 dahasi","0101000020E610000090B1248ADA555140EBD10AC2CBA44440"
116,"Aviasozlar 4 dahasi","0101000020E610000027D5E3631C565140E49E5335E6A54440"
117,"Panelniy dahasi","0101000020E61000004BFECCC504565140FC32BD699FA04440"
118,"Asalobod-1","0101000020E61000001B33E433B4555140D3BB1D86FBA34440"
119,"Asalobod-2","0101000020E6100000BD4CB9678255514059B3DF2417A44440"
120,"Ahmad Yugnakiy dahasi","0101000020E6100000E80995C9BA5851403BF07BE58BAC4440"
121,"Humayun dahasi","0101000020E610000061CB8690CE585140D3C9085EE3AB4440"
122,"TTZ 1 dahasi","0101000020E6100000D0ACB6AC0C59514055359C8DF0AD4440"
123,"TTZ 4 dahasi","0101000020E6100000BBC678DED7585140122E895869AE4440"
124,"Feruza 1 dahasi","0101000020E61000002C76453A4D575140B76E9406C8AD4440"
125,"Feruza 2 dahasi","0101000020E6100000B300B738F45651407980DD9F41AD4440"
126,"Feruza 3 dahasi","0101000020E61000008BEDA4749F5751403421F7BE02AE4440"
127,"Qorasuv 1 dahasi","0101000020E61000006DD62A0BF05751402149FF8128AB4440"
128,"Qorasuv 2 dahasi","0101000020E6100000289A07B0485751407A5F4B7E7AAA4440"
129,"Qorasuv 3 dahasi","0101000020E610000092E7FA3E9C5751408D52F82290AA4440"
130,"Qorasuv 4 dahasi","0101000020E610000056F0DB10E3575140EF80FCB671AA4440"
131,"Qorasuv 6 dahasi","0101000020E6100000F8AAF0C2B15651400CB66C08E9A84440"
132,"Do'stlik 1 dahasi","0101000020E6100000635E471CB24D51403DC967C3AB984440"
133,"Sirg'ali 1 dahasi","0101000020E61000000D2950D5CE4D51408D3A843B619A4440"
134,"Sirg'ali 2 dahasi","0101000020E6100000F390291F824E51402A2389B9FF9A4440"
135,"Sirg'ali 3 dahasi","0101000020E61000003ACF3351DF4E514096CD1C925A9B4440"
136,"Yo‘ldosh (Sputnik) 1 dahasi","0101000020E6100000950ED6FFB94D5140C3899E4ABC994440"
137,"Yo‘ldosh (Sputnik) 12 dahasi","0101000020E610000007C1994E214E5140CD2A22799D984440"
138,"Yo‘ldosh (Sputnik) 13 dahasi","0101000020E610000081A09229554E51402E43D25DC8984440"
139,"Yo‘ldosh (Sputnik) 14 dahasi","0101000020E6100000A2201DC3884E5140186D9F9FF3984440"
140,"Yo‘ldosh (Sputnik) 16 dahasi","0101000020E61000007C0FF2D5694D51401E1C47077F994440"
141,"Yo‘ldosh (Sputnik) 17 dahasi","0101000020E6100000F443B63D8B4D51407EF4972721994440"
142,"Yo‘ldosh (Sputnik) 1C dahasi","0101000020E6100000D281F634F14D5140DAC0C2EEE0994440"
143,"Yo‘ldosh (Sputnik) 2 dahasi","0101000020E6100000AC10A0F0234E51405B7DD00E139A4440"
144,"Yo‘ldosh (Sputnik) 2C dahasi","0101000020E6100000A80F6E7C374E51409C4F1DAB94994440"
145,"Yo‘ldosh (Sputnik) 3 dahasi","0101000020E610000015A86A276F4E514025E1E7644E9A4440"
146,"Yo‘ldosh (Sputnik) 3C dahasi","0101000020E610000050A2CAD5344E51406781768714994440"
147,"Yo‘ldosh (Sputnik) 4 dahasi","0101000020E61000008AC8B08AB74E514047CB811E6A9A4440"
148,"Yo‘ldosh (Sputnik) 5 dahasi","0101000020E6100000E9AE3610DC4D514087FE092E56994440"
149,"Yo‘ldosh (Sputnik) 6 dahasi","0101000020E61000000D5AA3795B4E514037CDF1C0B6994440"
150,"Yo‘ldosh (Sputnik) 8 dahasi","0101000020E6100000B2BEDC82004E5140F9BA0CFFE9984440"
151,"Yo‘ldosh (Sputnik) 10 dahasi","0101000020E610000016B204638E4E5140D47BCFEDCA994440"
152,"Yo‘ldosh (Sputnik) 11 dahasi","0101000020E610000030719AF4AD4E5140793073CB58994440"
153,"Yo‘ldosh (Sputnik) 7 dahasi","0101000020E6100000B3EA73B5954E514089658E40179A4440"
154,"Sirg'ali 4 dahasi","0101000020E61000001822A7AF674F5140B20FB22C989B4440"
155,"Eski Sirg'ali","0101000020E6100000456DD1B826505140699C3C1BA8994440"
156,"Chilonzor E mavzesi","0101000020E6100000B2F6D26F3A4E5140E67A3606F8A44440"
157,"Chilonzor 1 mavzesi","0101000020E6100000C608F2FD9E4E51409E5DBEF561A44440"
158,"Chilonzor 2 mavzesi","0101000020E61000006BA97290464E5140D943FB58C1A34440"
159,"Chilonzor 4 mavzesi","0101000020E610000069C306B0ED4D5140D8DFC8F264A44440"
160,"Chilonzor 5 mavzesi","0101000020E610000085E40929E44D514047D96CF651A54440"
161,"Chilonzor 6 mavzesi","0101000020E6100000935742D2824D5140614C9FC2B6A44440"
162,"Katta Qozirobod mahallasi","0101000020E61000001CE43FEEEC4D5140B3F2261AFFA24440"
163,"Chilonzor mahallasi","0101000020E6100000346EC559EC4E51403BAEA12F18A54440"
164,"Chilonzor I mavzesi","0101000020E610000055E531B9874E5140A5A2B1F677A54440"
