"id","name","geom","nametr"
75,NULL,"0101000020E610000096CE8767098F4D4047BA55C675114540",NULL
76,NULL,"0101000020E6100000E7A6727F9A8B4D405EDBDB2DC9124540",NULL
77,NULL,"0101000020E6100000708E84C7C88D4D403737A6272C0F4540",NULL
78,NULL,"0101000020E61000005540EB2B598A4D4012E8024D3A104540",NULL
79,NULL,"0101000020E6100000AD9B9CEB45834D401C261AA4E00B4540",NULL
80,NULL,"0101000020E6100000549D1F9095804D40439259BDC30A4540",NULL
81,NULL,"0101000020E6100000E6632DF477764D40267CA5E2B5074540",NULL
82,NULL,"0101000020E6100000D18A146F09784D409854C8F033234540",NULL
83,NULL,"0101000020E610000032A193EF63704D404E1E60F767234540",NULL
84,NULL,"0101000020E6100000B7966EB7C97E4D40D02C6409C61B4540",NULL
85,NULL,"0101000020E6100000222933EF826F4D40F8D15F9E841C4540",NULL
86,NULL,"0101000020E6100000E710829F82744D40FC8EE1B19F1C4540",NULL
87,NULL,"0101000020E61000002E6123FF826E4D407D6EB257691B4540",NULL
88,NULL,"0101000020E610000078B6476FB86E4D4045DECDAED6174540",NULL
89,NULL,"0101000020E6100000913BB6AF4D6C4D4087A17A10A7154540",NULL
90,NULL,"0101000020E61000004934DCDB885F4D403C4F3C670B114540",NULL
91,NULL,"0101000020E6100000419A56AFC75B4D40DABE918A10144540",NULL
92,NULL,"0101000020E61000007E24DBAFF15E4D40CBDD42B2DB154540",NULL
93,NULL,"0101000020E61000006D043D2F70604D404460F6FC7A174540",NULL
94,NULL,"0101000020E61000007CF9F8DFA55C4D40BDDB61B8DF164540",NULL
95,NULL,"0101000020E610000019710168944F4D4064E8D84125034540",NULL
96,NULL,"0101000020E6100000CB40AF89168D4D405E995C31C8084540",NULL
97,NULL,"0101000020E61000007EC68503219F4D40482CCEBD2C104540",NULL
98,NULL,"0101000020E6100000B3E26597B99F4D40D74D29AF950C4540",NULL
99,NULL,"0101000020E6100000A4D8767F61974D40987CFD5AA8034540",NULL
100,NULL,"0101000020E61000007F43F2DFCDD94D40A162410697F64440",NULL
101,NULL,"0101000020E6100000A6EAC31FEAD74D409305A79949F64440",NULL
102,NULL,"0101000020E61000009298FB3FE2CE4D40643A747ADEF74440",NULL
103,NULL,"0101000020E6100000382ADC97D8CB4D409E7F16A64AF64440",NULL
104,NULL,"0101000020E6100000F88903E8F7C54D404BDDDFEA4AFB4440",NULL
105,NULL,"0101000020E6100000834D9D47C5C54D401E9D048074F64440",NULL
106,NULL,"0101000020E6100000DEC02ED4AB8F4D4091419369D9224540",NULL
107,NULL,"0101000020E6100000A646E867EA8F4D400E0753DED8204540",NULL
108,NULL,"0101000020E610000049DBF81395934D40787DE6AC4F1D4540",NULL
109,NULL,"0101000020E6100000F3959B035F9D4D40225CB7F75F1B4540",NULL
110,NULL,"0101000020E610000059B5B5CF749D4D407B19202CBE1E4540",NULL
111,NULL,"0101000020E6100000ED061BE8EBA44D408E39741F251B4540",NULL
112,NULL,"0101000020E6100000B65C47663F6A4D40BA5EE4AFDA0D4540",NULL
113,NULL,"0101000020E6100000DE16D11B936F4D40BBC7E3B3860D4540",NULL
114,NULL,"0101000020E6100000A07719B446604D40984231C390044540",NULL
115,NULL,"0101000020E61000001C23D923D4534D404B19DDE632014540",NULL
116,NULL,"0101000020E6100000706072A3C8574D40F6B4C35F93044540",NULL
117,NULL,"0101000020E6100000DC44D2133B664D400C74ED0BE8F34440",NULL
118,NULL,"0101000020E61000000483B57B03724D400A70308AD4F74440",NULL
119,NULL,"0101000020E61000000B9524743C7D4D4096BF31BA72F74440",NULL
120,NULL,"0101000020E6100000BAD7EEC3E6644D4024AF7378ADED4440",NULL
121,NULL,"0101000020E6100000EE98BA2BBB644D40B682A62556EF4440",NULL
122,NULL,"0101000020E6100000B50DEDAD92654D4015C039C890F14440",NULL
123,NULL,"0101000020E6100000EE08A7052F624D4024415D4997F64440",NULL
124,NULL,"0101000020E6100000D32D3BC43F754D40CB6B802D0ADE4440",NULL
125,NULL,"0101000020E610000005BFB277EB7E4D4014ED2AA4FCF04440",NULL
126,NULL,"0101000020E6100000CE6A2684B39B4D4048C55AD7C3FC4440",NULL
127,NULL,"0101000020E610000099DFC4EB55914D4020E7A2C629FA4440",NULL
128,NULL,"0101000020E61000008E23319CC68E4D40B86CBE5B6AF74440",NULL
129,NULL,"0101000020E6100000973CF94F92874D403D974E907DF54440",NULL
130,NULL,"0101000020E61000006D76FFB341834D405BECF65965F04440",NULL
131,NULL,"0101000020E610000056FD005AA9574D40459E245D33CF4440",NULL
132,NULL,"0101000020E610000094032CA85E814D40687D25EBCB164540",NULL
133,NULL,"0101000020E61000001AA88C7F9F954D4034B511F4BC0D4540",NULL
134,NULL,"0101000020E6100000AD5BF399A2964D4080290307B40B4540",NULL
135,NULL,"0101000020E610000053E4B5B700934D40513BB2A83E054540",NULL
136,NULL,"0101000020E61000009D73A6BF4D984D405F8C92A174074540",NULL
137,NULL,"0101000020E61000003494241983B04C408F8B6A11510C4440",NULL
138,NULL,"0101000020E6100000D70D805DF2B04C4049CF3EA07D2F4440",NULL
139,"Käriz","0101000020E610000077894567F4B24E408B259B6159264240","Keriz"
140,"Watan","0101000020E61000009626005A4E665040BCFD03F6E2104340","Vatan"
141,NULL,"0101000020E61000001D948B8C69974C40D908C4EBFA424340",NULL
142,NULL,"0101000020E61000009968EB3B1A144E404247061445F04240",NULL
